,grupo,segmento,familia,clase,producto
175,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101512] Borato']
176,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101513] Criolita']
177,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101514] Feldespato']
178,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101515] Leucita']
179,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101516] Nefelita']
180,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101517] Esteatita']
181,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101518] Talco']
182,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101519] Diamante en bruto']
183,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101520] Granates']
184,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101521] Carburo de silicio']
185,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101522] Carbón activado']
186,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101523] Mulita']
187,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101524] Fluorita']
188,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101525] Kieserita']
189,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101526] Carnalita']
190,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101527] Sílice de diatomeas']
191,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101528] Óxido de aluminio activado']
192,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101529] Zeolita']
193,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101530] Calcita']
194,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101531] Serpentina']
195,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101532] Peridoto']
196,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101533] Pirofilita']
197,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101700] Metales de Base'],['[11101534] Diamante pulido']
198,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101501] Mica']
199,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101502] Lija o esmeril']
200,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101503] Cuarzo']
201,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101504] Pirita']
202,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101505] Azufre o sulfuro']
203,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101506] Tiza']
204,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101507] Grafito']
205,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101508] Dolomita']
206,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101509] Magnesita']
207,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101510] Asbesto (amianto)']
208,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101511] Calcio']
209,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101512] Borato']
210,['[B] Materias Primas'],"['[11000000] Material Mineral, Textil y Vegetal y Animal No Comestible']","['[11100000] Minerales, minerales metálicos y metales']",['[11101800] Metales preciosos'],['[11101513] Criolita']
